Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Umidade Relativa Media;Velocidade do Vento Media;
83229;12/05/1994;0000;;29;;8.6;3;78.25;1.333333;
83229;12/05/1994;1200;1.5;;22.5;;;;;
83229;13/05/1994;0000;;27.2;;4.6;;84.5;1.466667;
83229;13/05/1994;1200;0.8;;23;;;;;
83229;14/05/1994;0000;;29.4;;9.4;;83.5;1.366667;
83229;14/05/1994;1200;5.6;;22.7;;;;;
83229;15/05/1994;0000;;28;;4.3;2.8;91.5;0.966667;
83229;15/05/1994;1200;7.8;;22.8;;;;;
83229;16/05/1994;0000;;29.4;;7.3;1.3;81;1.066667;
83229;16/05/1994;1200;30.2;;23.1;;;;;
83229;17/05/1994;0000;;28.8;;8.7;2.9;78.25;1.566667;
83229;17/05/1994;1200;0.2;;24.2;;;;;
83229;18/05/1994;0000;;28;;5.7;2.7;83.25;0.633333;
83229;18/05/1994;1200;0;;23.7;;;;;
83229;19/05/1994;0000;;28.3;;6.9;2.7;81;0.8;
83229;19/05/1994;1200;0;;23.2;;;;;
83229;20/05/1994;0000;;28.2;;6.6;2.7;80.5;0.966667;
83229;20/05/1994;1200;5.8;;22.4;;;;;
83229;21/05/1994;0000;;27.5;;4.3;2.2;86.75;1.066667;
83229;21/05/1994;1200;3.2;;22.8;;;;;
83229;22/05/1994;0000;;27.8;;0.2;3.6;85.25;0.966667;
83229;22/05/1994;1200;4.6;;23;;;;;
83229;23/05/1994;0000;;28;;8.7;2.3;78;1.566667;
83229;23/05/1994;1200;1.4;;23.8;;;;;
83229;24/05/1994;0000;;27.4;;5.6;2;87.75;0.966667;
83229;24/05/1994;1200;14;;22.2;;;;;
83229;25/05/1994;0000;;29.4;;7.2;1.5;85.75;1.133333;
83229;25/05/1994;1200;4.4;;22.8;;;;;
83229;26/05/1994;0000;;28.5;;8.7;2.3;78.75;1.366667;
83229;26/05/1994;1200;0.7;;23.9;;;;;
83229;27/05/1994;0000;;29.4;;8.8;;83.5;1.2;
83229;27/05/1994;1200;0.8;;24.1;;;;;
83229;28/05/1994;0000;;28.9;;5.7;;79;1.133333;
83229;28/05/1994;1200;0;;23.6;;;;;
83229;29/05/1994;0000;;29;;8.4;2.4;79.75;1.133333;
83229;29/05/1994;1200;0;;23.4;;;;;
83229;30/05/1994;0000;;28.2;;7.4;2.7;77;1.733333;
83229;30/05/1994;1200;0;;24;;;;;
83229;31/05/1994;0000;;28.2;;6;3.9;88;1.466667;
83229;31/05/1994;1200;16.2;;23;;;;;
83229;01/06/1994;0000;;28.6;;6.4;2.4;78.75;1.6;
83229;01/06/1994;1200;1.1;;22.4;;;;;
83229;02/06/1994;0000;;27.4;;1.4;3;86;1.6;
83229;02/06/1994;1200;2.6;;23.2;;;;;
83229;03/06/1994;0000;;28.3;;8.8;3.7;82.25;1.233333;
83229;03/06/1994;1200;2.3;;23;;;;;
83229;04/06/1994;0000;;28.2;;8.2;1.9;78.75;1.4;
83229;04/06/1994;1200;0;;24.2;;;;;
83229;05/06/1994;0000;;28;;8.4;3.9;84;1.5;
83229;05/06/1994;1200;0;;22.8;;;;;
83229;06/06/1994;0000;;28.7;;8.3;2.1;78.5;1.333333;
83229;06/06/1994;1200;0.4;;24.1;;;;;
83229;07/06/1994;0000;;28.4;;9.6;3;80.5;2.166667;
83229;07/06/1994;1200;0;;24.3;;;;;
83229;08/06/1994;0000;;28.6;;7.3;2.4;83.5;1.633333;
83229;08/06/1994;1200;0.5;;23.1;;;;;
83229;09/06/1994;0000;;26.6;;2.1;2.5;87.5;1.6;
83229;09/06/1994;1200;17;;22.7;;;;;
83229;10/06/1994;0000;;25.7;;1.1;2.2;90.5;6.4;
83229;10/06/1994;1200;4.4;;21;;;;;
83229;11/06/1994;0000;;25.4;;0.3;1.5;84.25;5.233333;
83229;11/06/1994;1200;111.8;;20.4;;;;;
83229;12/06/1994;0000;;25.7;;0;4;91;4.066667;
83229;12/06/1994;1200;5.1;;20.8;;;;;
83229;13/06/1994;0000;;25.1;;0;2;91.25;1.366667;
83229;13/06/1994;1200;49.4;;21.1;;;;;
83229;14/06/1994;0000;;26.6;;5.9;0.9;92.25;1.066667;
83229;14/06/1994;1200;20.3;;20.6;;;;;
83229;15/06/1994;0000;;26.4;;0.7;1;94.25;1.733333;
83229;15/06/1994;1200;6.4;;22;;;;;
83229;16/06/1994;0000;;26.5;;3.5;0.7;88.25;2.533333;
83229;16/06/1994;1200;7.6;;22;;;;;
83229;17/06/1994;0000;;26.4;;2;2;84.5;3.3;
83229;17/06/1994;1200;6.4;;21.5;;;;;
83229;18/06/1994;0000;;26.6;;8.4;3.4;81.75;1.733333;
83229;18/06/1994;1200;6.6;;21.7;;;;;
83229;19/06/1994;0000;;28;;8.4;3.5;79;1.466667;
83229;19/06/1994;1200;1.2;;23.7;;;;;
83229;20/06/1994;0000;;28.2;;7.9;2.9;79.75;1.233333;
83229;20/06/1994;1200;0;;23.3;;;;;
83229;21/06/1994;0000;;27.2;;8.2;2.1;82.25;1.066667;
83229;21/06/1994;1200;0.6;;23;;;;;
83229;22/06/1994;0000;;28.2;;7.9;2.3;88.25;1.2;
83229;22/06/1994;1200;3.2;;22.7;;;;;
83229;23/06/1994;0000;;27;;7.9;2;87.5;0.966667;
83229;23/06/1994;1200;0;;23;;;;;
83229;24/06/1994;0000;;27.4;;3.2;1.4;89.25;1.133333;
83229;24/06/1994;1200;0.2;;23;;;;;
83229;25/06/1994;0000;;26.6;;2.2;2.2;90.5;1.6;
83229;25/06/1994;1200;2;;22;;;;;
83229;26/06/1994;0000;;29;;8.3;1;87.5;0.8;
83229;26/06/1994;1200;0.5;;22.7;;;;;
83229;27/06/1994;0000;;25.4;;0;1.8;95;4.366667;
83229;27/06/1994;1200;1.8;;22;;;;;
83229;28/06/1994;0000;;24.9;;0;1.9;91.5;2.766667;
83229;28/06/1994;1200;75;;22;;;;;
83229;29/06/1994;0000;;24.4;;0.5;1.1;94;1.9;
83229;29/06/1994;1200;114;;21;;;;;
83229;30/06/1994;0000;;28.1;;7.6;2;83.5;1.7;
83229;30/06/1994;1200;37.4;;21;;;;;
83229;01/07/1994;0000;;26.9;;7.4;2.8;82.75;1.7;
83229;01/07/1994;1200;40.2;;21.9;;;;;
83229;02/07/1994;0000;;27.8;;4.7;3.7;83;1.5;
83229;02/07/1994;1200;0;;23.4;;;;;
83229;03/07/1994;0000;;27.9;;3.9;3.9;88.5;1.3;
83229;03/07/1994;1200;6.4;;22.2;;;;;
83229;04/07/1994;0000;;;;4.1;1.9;77.5;2.233333;
83229;04/07/1994;1200;16.5;;20.8;;;;;
83229;05/07/1994;0000;;24.7;;1.2;1.5;95;2.8;
83229;05/07/1994;1200;13.8;;20.9;;;;;
83229;06/07/1994;0000;;27.2;;6.9;2.3;84.5;1.9;
83229;06/07/1994;1200;20.7;;20.1;;;;;
83229;07/07/1994;0000;;27.2;;1.3;2.3;90.5;1.833333;
83229;07/07/1994;1200;6.6;;21.4;;;;;
83229;08/07/1994;0000;;27.2;;7.5;6.4;88;1.766667;
83229;08/07/1994;1200;8.8;;20.6;;;;;
83229;09/07/1994;0000;;27.7;;7.5;1.6;82.5;1.4;
83229;09/07/1994;1200;1.6;;21;;;;;
83229;10/07/1994;0000;;26.4;;6.9;2.6;92;2.966667;
83229;10/07/1994;1200;0;;20.9;;;;;
83229;11/07/1994;0000;;23.7;;0;2;94;4.866667;
83229;11/07/1994;1200;60.9;;19.7;;;;;
83229;12/07/1994;0000;;27.4;;2.2;4.4;89.25;2.166667;
83229;12/07/1994;1200;25.5;;19.8;;;;;
83229;13/07/1994;0000;;26;;0.2;2;87.75;1.6;
83229;13/07/1994;1200;34.8;;20;;;;;
83229;14/07/1994;0000;;24.5;;0.7;1.6;91.25;2.033333;
83229;14/07/1994;1200;18.6;;21;;;;;
83229;15/07/1994;0000;;25;;4;1.2;88.5;2.5;
83229;15/07/1994;1200;36.3;;20.6;;;;;
83229;16/07/1994;0000;;26.6;;5.2;1.2;86.25;1.333333;
83229;16/07/1994;1200;0.4;;21.3;;;;;
83229;17/07/1994;0000;;26.5;;5;2.8;85.25;2.233333;
83229;17/07/1994;1200;5.2;;21;;;;;
83229;18/07/1994;0000;;25.7;;7;2.6;85.75;1.866667;
83229;18/07/1994;1200;12.4;;19.8;;;;;
83229;19/07/1994;0000;;25.7;;3.6;2.5;90;1;
83229;19/07/1994;1200;0.1;;21.3;;;;;
83229;20/07/1994;0000;;27.8;;6.8;0.4;84.25;1.933333;
83229;20/07/1994;1200;2.9;;20.7;;;;;
83229;21/07/1994;0000;;25.9;;6.3;1.6;88.5;1.833333;
83229;21/07/1994;1200;0.2;;21.4;;;;;
83229;22/07/1994;0000;;27.6;;9.1;2.2;86.25;1.8;
83229;22/07/1994;1200;0.2;;21.9;;;;;
83229;23/07/1994;0000;;27.8;;7.7;2.6;87.5;0.8;
83229;23/07/1994;1200;0;;21.9;;;;;
83229;24/07/1994;0000;;27.4;;8.9;1.8;79.5;0.933333;
83229;24/07/1994;1200;0.5;;22.4;;;;;
83229;25/07/1994;0000;;27.5;;8.4;2.7;80.5;2.133333;
83229;25/07/1994;1200;0;;23.1;;;;;
83229;26/07/1994;0000;;27;;8.5;3.6;83.5;2;
83229;26/07/1994;1200;0;;22.4;;;;;
83229;27/07/1994;0000;;27.6;;6.3;2.8;84.25;3.266667;
83229;27/07/1994;1200;11.2;;21.3;;;;;
83229;28/07/1994;0000;;26.5;;5.8;3;88.75;1.4;
83229;28/07/1994;1200;0.8;;21.3;;;;;
83229;29/07/1994;0000;;27.5;;8.3;2.7;84.75;3.333333;
83229;29/07/1994;1200;8.8;;20.8;;;;;
83229;30/07/1994;0000;;27.4;;6.9;3.8;77.25;1.933333;
83229;30/07/1994;1200;3.1;;20.7;;;;;
83229;31/07/1994;0000;;26;;8.1;4.6;77;1.7;
83229;31/07/1994;1200;0;;22.6;;;;;
83229;01/08/1994;0000;;24.5;;3.6;2.5;89.25;1.566667;
83229;01/08/1994;1200;0.4;;20.8;;;;;
83229;02/08/1994;0000;;26.8;;3.7;0.4;86.5;0.966667;
83229;02/08/1994;1200;24.6;;20.1;;;;;
83229;03/08/1994;0000;;25.4;;6.1;2;90;1.233333;
83229;03/08/1994;1200;3.2;;21;;;;;
83229;04/08/1994;0000;;26.1;;6;1.5;89;1.633333;
83229;04/08/1994;1200;1;;20.4;;;;;
83229;05/08/1994;0000;;23.6;;0;1.9;95.5;2.633333;
83229;05/08/1994;1200;11.1;;20;;;;;
83229;06/08/1994;0000;;23.6;;0;0.6;88.25;1.133333;
83229;06/08/1994;1200;79;;19.4;;;;;
83229;07/08/1994;0000;;25.8;;8;5;77;1.5;
83229;07/08/1994;1200;9.4;;19.8;;;;;
83229;08/08/1994;0000;;25.8;;9.8;7.4;71.5;2.5;
83229;08/08/1994;1200;0;;20;;;;;
83229;09/08/1994;0000;;25.8;;8.6;6.5;79.25;1.3;
83229;09/08/1994;1200;3.8;;19.2;;;;;
83229;10/08/1994;0000;;25.4;;7.3;5.1;79.25;1.5;
83229;10/08/1994;1200;0;;21.8;;;;;
83229;11/08/1994;0000;;25.6;;9.7;3.2;89.25;2.166667;
83229;11/08/1994;1200;0;;21.3;;;;;
83229;12/08/1994;0000;;25;;0.5;3.2;90.25;2.166667;
83229;12/08/1994;1200;16.2;;20.2;;;;;
83229;13/08/1994;0000;;25.9;;6.5;4.4;81;1.6;
83229;13/08/1994;1200;11.3;;21;;;;;
83229;14/08/1994;0000;;25.1;;4.7;5.4;76;1.666667;
83229;14/08/1994;1200;3;;20.2;;;;;
83229;15/08/1994;0000;;26.1;;5.7;5;83.75;2.066667;
83229;15/08/1994;1200;2.4;;21;;;;;
83229;16/08/1994;0000;;26.3;;6.9;4.2;77.25;1.6;
83229;16/08/1994;1200;2.6;;21.5;;;;;
83229;17/08/1994;0000;;26.2;;6.3;4.5;76.5;1.5;
83229;17/08/1994;1200;0.4;;21.6;;;;;
83229;18/08/1994;0000;;25.8;;8.4;4.7;84.5;1.6;
83229;18/08/1994;1200;2;;21;;;;;
83229;19/08/1994;0000;;26.3;;9.7;4.9;76.5;2.866667;
83229;19/08/1994;1200;2.6;;21.7;;;;;
83229;20/08/1994;0000;;26.8;;5.1;5.5;84;1.9;
83229;20/08/1994;1200;0;;22.6;;;;;
83229;21/08/1994;0000;;25;;1.2;4.4;88.25;1.6;
83229;21/08/1994;1200;0;;21.4;;;;;
83229;22/08/1994;0000;;27.4;;7.3;2.6;86.25;1.566667;
83229;22/08/1994;1200;7.2;;21.4;;;;;
83229;23/08/1994;0000;;26;;8.8;2.3;83.25;1.3;
83229;23/08/1994;1200;1;;20.7;;;;;
83229;24/08/1994;0000;;26.5;;9.2;2.3;85.5;0.966667;
83229;24/08/1994;1200;0;;20.9;;;;;
83229;25/08/1994;0000;;27.1;;10.6;2.6;82;1.4;
83229;25/08/1994;1200;0;;21.8;;;;;
83229;26/08/1994;0000;;26.9;;10.2;3.4;77.25;1.2;
83229;26/08/1994;1200;1.9;;21.2;;;;;
83229;27/08/1994;0000;;26.1;;10.2;4.4;78.5;1.3;
83229;27/08/1994;1200;0;;21.4;;;;;
83229;28/08/1994;0000;;26.8;;10.6;2.6;79.5;1.966667;
83229;28/08/1994;1200;0;;22.3;;;;;
83229;29/08/1994;0000;;26.8;;3;;90.75;2.066667;
83229;29/08/1994;1200;0.2;;20.8;;;;;
83229;30/08/1994;0000;;26.2;;0.7;1.7;86.5;1.666667;
83229;30/08/1994;1200;10.4;;20.1;;;;;
83229;31/08/1994;0000;;25.4;;1.4;3;88.5;0.966667;
83229;31/08/1994;1200;4.8;;21.4;;;;;
83229;01/09/1994;0000;;28.2;;5.4;1.6;79.25;1.2;
83229;01/09/1994;1200;2.3;;21.2;;;;;
83229;02/09/1994;0000;;28.1;;11.6;3.1;78;1.4;
83229;02/09/1994;1200;0;;22.2;;;;;
83229;03/09/1994;0000;;27.6;;9.2;3.3;81.25;1.8;
83229;03/09/1994;1200;0;;21.8;;;;;
83229;04/09/1994;0000;;25.6;;2;3.3;75.75;1.233333;
83229;04/09/1994;1200;0;;20.2;;;;;
83229;05/09/1994;0000;;26.4;;2.6;3.2;88.5;1.3;
83229;05/09/1994;1200;5.4;;20;;;;;
83229;06/09/1994;0000;;27;;10.5;2.5;88.5;1.6;
83229;06/09/1994;1200;11.3;;21;;;;;
83229;07/09/1994;0000;;27.3;;7.4;2.8;79.25;2.066667;
83229;07/09/1994;1200;8.5;;21.2;;;;;
83229;08/09/1994;0000;;27.2;;3.4;3.4;81.25;1.933333;
83229;08/09/1994;1200;3;;21.9;;;;;
83229;09/09/1994;0000;;26.8;;1.5;2.8;83.75;1.466667;
83229;09/09/1994;1200;4.2;;22.2;;;;;
83229;10/09/1994;0000;;26.8;;9;3.2;77.75;1.7;
83229;10/09/1994;1200;0;;23.1;;;;;
83229;11/09/1994;0000;;25.2;;0;4.6;81;1.6;
83229;11/09/1994;1200;10.6;;20.8;;;;;
83229;12/09/1994;0000;;25.7;;9.6;6;67.75;1.2;
83229;12/09/1994;1200;2.1;;19.6;;;;;
83229;13/09/1994;0000;;26.3;;10.4;7.8;70.75;2.3;
83229;13/09/1994;1200;0;;19.3;;;;;
83229;14/09/1994;0000;;27.2;;10.4;5.2;77;1.6;
83229;14/09/1994;1200;0;;21.9;;;;;
83229;15/09/1994;0000;;27.6;;4.9;4.4;87.5;1.4;
83229;15/09/1994;1200;0;;21;;;;;
83229;16/09/1994;0000;;28.6;;7.5;4.3;79.75;1.2;
83229;16/09/1994;1200;0.2;;21;;;;;
83229;17/09/1994;0000;;27.9;;10.2;4.8;82.5;1.633333;
83229;17/09/1994;1200;0;;22;;;;;
83229;18/09/1994;0000;;25.8;;8.1;3;79;1.6;
83229;18/09/1994;1200;3.6;;22;;;;;
83229;19/09/1994;0000;;27.8;;10.4;4.6;78.25;1.733333;
83229;19/09/1994;1200;4.6;;21.8;;;;;
83229;20/09/1994;0000;;28.2;;10.4;5.1;77.25;2.433333;
83229;20/09/1994;1200;0;;22.7;;;;;
83229;21/09/1994;0000;;27.2;;6.8;4.1;85.75;2.1;
83229;21/09/1994;1200;1.2;;21.7;;;;;
83229;22/09/1994;0000;;27.1;;8.7;3;80.75;1.333333;
83229;22/09/1994;1200;3.3;;21.2;;;;;
83229;23/09/1994;0000;;25.9;;4.1;3.5;92.5;1.733333;
83229;23/09/1994;1200;7.8;;21;;;;;
83229;24/09/1994;0000;;27.2;;7.5;1.8;81.75;1.933333;
83229;24/09/1994;1200;21.3;;21.5;;;;;
83229;25/09/1994;0000;;27.8;;10.7;2.5;80;1.4;
83229;25/09/1994;1200;0;;22.4;;;;;
83229;26/09/1994;0000;;27.8;;10.9;4.9;76.5;1.466667;
83229;26/09/1994;1200;0;;21.6;;;;;
83229;27/09/1994;0000;;28.2;;9.4;4.2;76.75;1.533333;
83229;27/09/1994;1200;0;;21.4;;;;;
83229;28/09/1994;0000;;28.2;;10.4;4;77.25;1.3;
83229;28/09/1994;1200;0;;23.4;;;;;
83229;29/09/1994;0000;;24.7;;1.6;3.9;89;2.666667;
83229;29/09/1994;1200;0.2;;21.3;;;;;
83229;30/09/1994;0000;;25.4;;0;3.3;79;2.066667;
83229;30/09/1994;1200;11.4;;21;;;;;
83229;01/10/1994;0000;;26.2;;;4.6;77.75;1.633333;
83229;01/10/1994;1200;0;;22.5;;;;;
83229;02/10/1994;0000;;26.5;;9.3;6;68.5;2.166667;
83229;02/10/1994;1200;0;;22;;;;;
83229;03/10/1994;0000;;26.6;;9.9;5.2;76.75;1.766667;
83229;03/10/1994;1200;0;;19.9;;;;;
83229;04/10/1994;0000;;27.1;;10.8;3.8;74.75;1.4;
83229;04/10/1994;1200;0;;21.8;;;;;
83229;05/10/1994;0000;;27.5;;9.9;5.6;92;1.733333;
83229;05/10/1994;1200;0;;22.8;;;;;
83229;06/10/1994;0000;;27.1;;10.8;3;77.5;1.7;
83229;06/10/1994;1200;4;;22.2;;;;;
83229;07/10/1994;0000;;26.3;;5.4;3.6;88.75;0.65;
83229;07/10/1994;1200;8.1;;22.6;;;;;
83229;08/10/1994;0000;;28.6;;10.5;1.4;79.5;1.566667;
83229;08/10/1994;1200;9.6;;21.8;;;;;
83229;09/10/1994;0000;;29.2;;11.2;3.1;77.5;1.333333;
83229;09/10/1994;1200;0;;23.2;;;;;
83229;10/10/1994;0000;;28.8;;10.8;3.6;82.75;1.533333;
83229;10/10/1994;1200;0;;22.6;;;;;
83229;11/10/1994;0000;;28.6;;11.8;3.4;83.5;1.633333;
83229;11/10/1994;1200;0;;22.2;;;;;
83229;12/10/1994;0000;;27.8;;10.8;3.7;77.75;2.466667;
83229;12/10/1994;1200;0;;22.8;;;;;
83229;13/10/1994;0000;;28.5;;7.6;4.2;88.25;1.9;
83229;13/10/1994;1200;0;;22.2;;;;;
83229;14/10/1994;0000;;25.2;;0;2.3;86.5;1.133333;
83229;14/10/1994;1200;32.2;;21.8;;;;;
83229;15/10/1994;0000;;27.6;;6.8;2.1;83.5;2.366667;
83229;15/10/1994;1200;1.1;;22;;;;;
83229;16/10/1994;0000;;28;;0;4;78.75;1.5;
83229;16/10/1994;1200;0.4;;23.3;;;;;
83229;17/10/1994;0000;;25.8;;0;3.6;96;1.5;
83229;17/10/1994;1200;0;;22.6;;;;;
83229;18/10/1994;0000;;24.4;;0;1.1;94.25;1.8;
83229;18/10/1994;1200;33.8;;21;;;;;
83229;19/10/1994;0000;;28.1;;10.3;1.3;89;1.666667;
83229;19/10/1994;1200;26.4;;20.4;;;;;
83229;20/10/1994;0000;;29;;9.5;3.8;79;2.066667;
83229;20/10/1994;1200;0;;22.8;;;;;
83229;21/10/1994;0000;;29.2;;11.5;3.1;80;1.5;
83229;21/10/1994;1200;0.1;;23.5;;;;;
83229;22/10/1994;0000;;29.2;;11.3;3.7;78;1.8;
83229;22/10/1994;1200;0;;23.2;;;;;
83229;23/10/1994;0000;;28.8;;9.8;3.4;77.25;1.966667;
83229;23/10/1994;1200;0;;23.2;;;;;
83229;24/10/1994;0000;;28.3;;6.9;4;81.25;1.233333;
83229;24/10/1994;1200;0;;23.5;;;;;
83229;25/10/1994;0000;;29;;4.8;2.4;83;1.633333;
83229;25/10/1994;1200;3.5;;22;;;;;
83229;26/10/1994;0000;;29.4;;10.5;2.4;79.75;1.8;
83229;26/10/1994;1200;0.6;;22.9;;;;;
83229;27/10/1994;0000;;29.6;;8.9;3.7;78.5;2.1;
83229;27/10/1994;1200;0;;22.9;;;;;
83229;28/10/1994;0000;;30.2;;6;2.7;81.5;0.8;
83229;28/10/1994;1200;0;;23.1;;;;;
83229;29/10/1994;0000;;29.8;;10.8;2.6;78;1.966667;
83229;29/10/1994;1200;0;;23.8;;;;;
83229;30/10/1994;0000;;29.2;;5.3;3.5;79.5;1.7;
83229;30/10/1994;1200;0.2;;24;;;;;
83229;31/10/1994;0000;;28.2;;7.5;3.7;80.5;1.133333;
83229;31/10/1994;1200;0.9;;23.6;;;;;
83229;01/11/1994;0000;;29;;10.2;3.2;78.5;2.266667;
83229;01/11/1994;1200;0;;23.2;;;;;
83229;02/11/1994;0000;;29.9;;6;3.2;79.25;1.233333;
83229;02/11/1994;1200;3.4;;22.6;;;;;
83229;03/11/1994;0000;;29;;9.4;3;72;1;
83229;03/11/1994;1200;0;;22;;;;;
83229;04/11/1994;0000;;28.4;;9.6;4.4;77.5;1.2;
83229;04/11/1994;1200;0;;23.2;;;;;
83229;05/11/1994;0000;;29.8;;9.6;3.1;73;1.466667;
83229;05/11/1994;1200;0.3;;23.7;;;;;
83229;06/11/1994;0000;;29.8;;10.4;3.8;78;1.4;
83229;06/11/1994;1200;0;;24;;;;;
83229;07/11/1994;0000;;29.6;;11;4.1;74.25;1.7;
83229;07/11/1994;1200;0;;23.4;;;;;
83229;08/11/1994;0000;;29.6;;11.2;3.8;76;1.4;
83229;08/11/1994;1200;0;;22.8;;;;;
83229;09/11/1994;0000;;30.6;;11;4.1;72.75;2.366667;
83229;09/11/1994;1200;0;;22.9;;;;;
83229;10/11/1994;0000;;30.4;;10.9;4;72;3.3;
83229;10/11/1994;1200;0;;22.9;;;;;
83229;11/11/1994;0000;;30.8;;8.7;0.7;79.25;0.966667;
83229;11/11/1994;1200;0;;23.6;;;;;
83229;12/11/1994;0000;;30.6;;11.3;3.8;73;1.566667;
83229;12/11/1994;1200;0;;23.2;;;;;
83229;13/11/1994;0000;;30;;10.8;4;73.75;1.6;
83229;13/11/1994;1200;0;;23.7;;;;;
83229;14/11/1994;0000;;30.3;;9.5;4.3;76;1.9;
83229;14/11/1994;1200;0;;23.3;;;;;
83229;15/11/1994;0000;;30.6;;5.7;3.4;78.75;1.966667;
83229;15/11/1994;1200;0;;23.2;;;;;
83229;16/11/1994;0000;;30.2;;2.2;4;79.75;1.566667;
83229;16/11/1994;1200;0;;24.4;;;;;
83229;17/11/1994;0000;;28.5;;1.9;3;88.5;1.633333;
83229;17/11/1994;1200;1.4;;23.5;;;;;
83229;18/11/1994;0000;;29;;2.8;1.5;86.25;1.333333;
83229;18/11/1994;1200;4.8;;22.7;;;;;
83229;19/11/1994;0000;;29.8;;3.3;2;78;1.233333;
83229;19/11/1994;1200;0;;23;;;;;
83229;20/11/1994;0000;;30.6;;4.6;3.8;80;0.8;
83229;20/11/1994;1200;0;;24.7;;;;;
83229;21/11/1994;0000;;30.3;;3.2;3.2;84;1.533333;
83229;21/11/1994;1200;0;;25;;;;;
83229;22/11/1994;0000;;28.7;;2;1;88.25;1.9;
83229;22/11/1994;1200;0;;24.3;;;;;
83229;23/11/1994;0000;;26.7;;2.3;3;94.25;3.4;
83229;23/11/1994;1200;2.8;;23.2;;;;;
83229;24/11/1994;0000;;26.8;;5.7;2.2;92;2.066667;
83229;24/11/1994;1200;19.6;;23;;;;;
83229;25/11/1994;0000;;29;;9;2;81.25;1.6;
83229;25/11/1994;1200;16;;22;;;;;
83229;26/11/1994;0000;;28.8;;10.2;3;83.75;1.6;
83229;26/11/1994;1200;0;;23;;;;;
83229;27/11/1994;0000;;30.4;;8.4;2.6;80.5;1.4;
83229;27/11/1994;1200;0;;24;;;;;
83229;28/11/1994;0000;;29.8;;9.6;2.2;73.75;1.4;
83229;28/11/1994;1200;0;;24.3;;;;;
83229;29/11/1994;0000;;30.2;;11.4;4.7;73.5;2.233333;
83229;29/11/1994;1200;0;;23.4;;;;;
83229;30/11/1994;0000;;29.9;;9.6;3.5;80.25;2.733333;
83229;30/11/1994;1200;0.9;;23.4;;;;;
83229;01/12/1994;0000;;30.4;;10.9;3.5;75.75;1.066667;
83229;01/12/1994;1200;1;;23.3;;;;;
83229;02/12/1994;0000;;30.6;;8.9;1.6;77.75;1.5;
83229;02/12/1994;1200;0;;23.9;;;;;
83229;03/12/1994;0000;;30.2;;6.4;3.5;77;1.066667;
83229;03/12/1994;1200;0;;22.1;;;;;
83229;04/12/1994;0000;;30.4;;5.4;3;81.25;1.4;
83229;04/12/1994;1200;0;;21.6;;;;;
83229;05/12/1994;0000;;30.8;;9.4;3.8;71;1.5;
83229;05/12/1994;1200;0;;23.2;;;;;
83229;06/12/1994;0000;;29.5;;6.1;4;74;1.2;
83229;06/12/1994;1200;0;;23.7;;;;;
83229;07/12/1994;0000;;30.3;;8;3.4;76.25;1.8;
83229;07/12/1994;1200;0.1;;24.4;;;;;
83229;08/12/1994;0000;;31.2;;11;4.3;70.5;1.9;
83229;08/12/1994;1200;0;;22.7;;;;;
83229;09/12/1994;0000;;30;;11.3;4;73.75;1.3;
83229;09/12/1994;1200;0;;22;;;;;
83229;10/12/1994;0000;;29.4;;9.6;4.8;82.75;1.666667;
83229;10/12/1994;1200;0;;23;;;;;
83229;11/12/1994;0000;;30.6;;8.6;3.2;74.25;1.866667;
83229;11/12/1994;1200;2.4;;24.1;;;;;
83229;12/12/1994;0000;;30.6;;5.4;3.6;73.5;1.8;
83229;12/12/1994;1200;0;;24;;;;;
83229;13/12/1994;0000;;30.8;;11.5;4.6;72;1.533333;
83229;13/12/1994;1200;0;;24;;;;;
83229;14/12/1994;0000;;30.5;;7.8;5.5;77.5;1.533333;
83229;14/12/1994;1200;0;;22.8;;;;;
83229;15/12/1994;0000;;30.3;;7;4.1;82.75;1.866667;
83229;15/12/1994;1200;0;;24.3;;;;;
83229;16/12/1994;0000;;31.3;;10.7;3.9;74;2.066667;
83229;16/12/1994;1200;0.2;;23;;;;;
83229;17/12/1994;0000;;31.8;;10.7;3.7;77;0.633333;
83229;17/12/1994;1200;0;;24.1;;;;;
83229;18/12/1994;0000;;31.2;;8.9;3.8;75.5;1.533333;
83229;18/12/1994;1200;0;;24.8;;;;;
83229;19/12/1994;0000;;32.1;;10.5;4;79;3.2;
83229;19/12/1994;1200;0;;25.2;;;;;
83229;20/12/1994;0000;;29.4;;0.2;3.4;81.5;1.366667;
83229;20/12/1994;1200;0;;26;;;;;
83229;21/12/1994;0000;;30.4;;4.9;2.6;80.75;1.733333;
83229;21/12/1994;1200;0;;25.4;;;;;
83229;22/12/1994;0000;;31.4;;9.2;2.2;77.25;1.566667;
83229;22/12/1994;1200;12.4;;25;;;;;
83229;23/12/1994;0000;;30.8;;8.5;4;77;2.166667;
83229;23/12/1994;1200;0;;24.8;;;;;
83229;24/12/1994;0000;;31.5;;7.8;3.4;82;1.233333;
83229;24/12/1994;1200;0;;24.6;;;;;
83229;25/12/1994;0000;;30.6;;7.7;2.8;67.75;1.666667;
83229;25/12/1994;1200;0;;24.8;;;;;
83229;26/12/1994;0000;;30.7;;6.2;4;80.25;1.4;
83229;26/12/1994;1200;0;;23;;;;;
83229;27/12/1994;0000;;30.2;;4.6;6;80.25;2.166667;
